cut_content,text,keyword1,keyword2,keyword3,similarity_score
uu 你好   想 问问 这是 什么 时候 发 的 是 对 近期 事件 的 回应 吗,uu 你好   想 问问 这是 什么 时候 发 的 是 对 近期 事件 的 回应 吗,这样的话,总的来说,死死的,0.7739767
麻醉科 医师 发 80 那 麻醉科 技师 发 多少 发 技师 的 80 还是 跟 麻醉 医师 发 一样,麻醉科 医师 发 80 那 麻醉科 技师 发 多少 发 技师 的 80 还是 跟 麻醉 医师 发 一样,资产负债率,技术支持,当牛做马,0.7842619
麻醉 大佬 去 反驳 这个 事 结果 被 怼 临床 科室 的 考核 指标 麻醉科 没法 使用 比如 平均 住院日 治愈率 床位 周转率 利均 费用 等 之类 的 东西 这些 考核 指标 牵扯 发 绩效 的 问题 没法 和 临床 一样 考核 发 绩效 没有 标准 所以 就 干脆 不 考核 临床 科室 的 指标 发 技师 百分之 80 的 钱 但是 麻醉 还 归 为 医师 身份 至于 未来 改革 到 哪里 会 有 一堆 麻醉 大佬 反驳 很多 地方 麻醉科 门诊 麻醉 治疗学 都 在 开展,麻醉 大佬 去 反驳 这个 事 结果 被 怼 临床 科室 的 考核 指标 麻醉科 没法 使用 比如 平均 住院日 治愈率 床位 周转率 利均 费用 等 之类 的 东西 这些 考核 指标 牵扯 发 绩效 的 问题 没法 和 临床 一样 考核 发 绩效 没有 标准 所以 就 干脆 不 考核 临床 科室 的 指标 发 技师 百分之 80 的 钱 但是 麻醉 还 归 为 医师 身份 至于 未来 改革 到 哪里 会 有 一堆 麻醉 大佬 反驳 很多 地方 麻醉科 门诊 麻醉 治疗学 都 在 开展,功能强大,刊七大刊,绝大多数,0.7186328
把 麻醉科 的 岗位 细分 为 医师 技师 护士 三类 不 知道 你们 一直 说 麻醉 医师 变 技师 是 啥 操作 [ 笑 哭 ],把 麻醉科 的 岗位 细分 为 医师 技师 护士 三类 不 知道 你们 一直 说 麻醉 医师 变 技师 是 啥 操作 [ 笑 哭 ],资产负债率,功能强大,这样的话,0.77523947
既然如此 凭 什么 只发 其它 临床 科室 的 80 绩效 是 觉 的 麻醉 太 轻松 人太多 吗,既然如此 凭 什么 只发 其它 临床 科室 的 80 绩效 是 觉 的 麻醉 太 轻松 人太多 吗,这样的话,功能强大,个人所得税,0.7985561
心累 了,心累 了,心电图,心理准备,心理,0.9999998
[ 失望 ],[ 失望 ],来临,血尿,东莞,0.92353
美国 就是   麻醉师 住院医师 护士 crna 技师 tech 的 配置 呀 我 觉得 医改 往 这个 方向 蛮 好 的 主治 做 主治 的 事情 其他 下放,美国 就是   麻醉师 住院医师 护士 crna 技师 tech 的 配置 呀 我 觉得 医改 往 这个 方向 蛮 好 的 主治 做 主治 的 事情 其他 下放,遍布全国,利国利民,祸国殃民,0.767632
生 煎 花椰菜,生 煎 花椰菜,生产总值,生物战,生存率,0.9453106
晌,晌,更,房,槽,1.0
再 怎么 重要 风险 再 怎么 高 还 不是 拿 医技 的 钱,再 怎么 重要 风险 再 怎么 高 还 不是 拿 医技 的 钱,这样的话,总的来说,值不值得,0.83872616
我 只 希望 麻醉 多发 点钱 国外 的 麻醉 怎么 那么 有钱,我 只 希望 麻醉 多发 点钱 国外 的 麻醉 怎么 那么 有钱,在我看来,据我所知,恕我直言,0.88930845
本篇 内容 来源于 卫健委 的 官方 文件,本篇 内容 来源于 卫健委 的 官方 文件,百分之百,百分之六十,百分之九十,0.86827403
安徽 三明 试点 医院 确实 把 麻醉 归为 医技 干活 得负 医师 责任 拿 工资 按 医技 算,安徽 三明 试点 医院 确实 把 麻醉 归为 医技 干活 得负 医师 责任 拿 工资 按 医技 算,听天由命,资产负债率,马来西亚,0.80289745
别 挣扎 了 认命 吧 这个 学科 完 了 放弃 幻想 积极 躺平 世上无难事   只要 肯 放弃,别 挣扎 了 认命 吧 这个 学科 完 了 放弃 幻想 积极 躺平 世上无难事   只要 肯 放弃,医学知识,医学院校,医学专业,0.80288565
好笑 耶 原来 医疗 是 可以 靠 省钱 来 促进 高质量 发展 的 [ 哇 ],好笑 耶 原来 医疗 是 可以 靠 省钱 来 促进 高质量 发展 的 [ 哇 ],这样的话,总的来说,发省医,0.76321054
深圳 这个 工资水平 确定 是 认真 的 一个 不 留神 比 院内 清洁 阿姨 保安 叔叔 的 工资 都 低 [ doge ],深圳 这个 工资水平 确定 是 认真 的 一个 不 留神 比 院内 清洁 阿姨 保安 叔叔 的 工资 都 低 [ doge ],技术水平,收入水平,工资水平,0.70376194
你们 上级 咋 看,你们 上级 咋 看,上班时间,上门服务,拉上去,0.96603173
现在 的 医学生 是不是 像 49 年 加入 国军,现在 的 医学生 是不是 像 49 年 加入 国军,祸国殃民,利国利民,遍布全国,0.85847485
一个 医学博士 按照 三明 那 年薪制 真的 让 人 觉得 学医 无用 一日三餐 温饱 解决不了,一个 医学博士 按照 三明 那 年薪制 真的 让 人 觉得 学医 无用 一日三餐 温饱 解决不了,医科大学,大学毕业,关系不大,0.810519
让 临床 拿 着 跟 滴滴 或 外卖 小哥 一样 的 工资 还 想 让 医生 能 给 患者 看多 好 的 病,让 临床 拿 着 跟 滴滴 或 外卖 小哥 一样 的 工资 还 想 让 医生 能 给 患者 看多 好 的 病,这样的话,总的来说,资产负债率,0.82098526
不用 溜 永远都是 牛马 [ 笑 哭 ],不用 溜 永远都是 牛马 [ 笑 哭 ],不好意思,不思进取,不可开交,0.8972579
没有 深圳 真 有趣,没有 深圳 真 有趣,另有企图,无奇不有,有时候,0.9704801
真是 服 了   为啥 中山医 要 拿来 试点   政府 发钱 就 发省医 这些   改革 就 拿 中山医 开刀   牛 的 [ doge ],真是 服 了   为啥 中山医 要 拿来 试点   政府 发钱 就 发省医 这些   改革 就 拿 中山医 开刀   牛 的 [ doge ],想都别想,认真负责,个人所得税,0.6969097
三明 医保 绝对 失败 因为 这 是 这 是 太平天国 式 的 思维 医生 是 值得 高薪 的 社会 上 仇富 的 心态 正在 毁坏 这个 社会秩序,三明 医保 绝对 失败 因为 这 是 这 是 太平天国 式 的 思维 医生 是 值得 高薪 的 社会 上 仇富 的 心态 正在 毁坏 这个 社会秩序,收入水平,技术水平,工资水平,0.7829827
哈哈哈 4 月 果然 是 个 悲伤 的 月份,哈哈哈 4 月 果然 是 个 悲伤 的 月份,六个月,六月,每月,0.8561379
等 着 吧 将来 物价 肯定 上涨 拿 着 这点 钱 只能 等 来 年 喝西北风 管饱,等 着 吧 将来 物价 肯定 上涨 拿 着 这点 钱 只能 等 来 年 喝西北风 管饱,马来西亚,听天由命,冲锋在前,0.81705487
萝卜头 哇,萝卜头 哇,服务质量,劳动所得,具体实施,1.0000004
如果 这个 收入 那 我 不当 医生 了,如果 这个 收入 那 我 不当 医生 了,在我看来,自我感觉,据我所知,0.9180429
我们 医院 护工 290 一天   还 不如 干 护工 去 了 [ 哭 惹 ],我们 医院 护工 290 一天   还 不如 干 护工 去 了 [ 哭 惹 ],据我所知,恕我直言,敌我矛盾,0.8895246
呵 主任 才 30 而且 也 不 看 地区 也 真是 想得 出来 知识 真 不值钱,呵 主任 才 30 而且 也 不 看 地区 也 真是 想得 出来 知识 真 不值钱,入不敷出,独立自主,过不下去,0.8262955
3   号 刀片   胖胖,3   号 刀片   胖胖,资产负债率,纳米技术,服务质量,0.8989401
然后 头部 医院 的 大 专家 都 带 团队 跑 去 私立 以后 铺开 的话 根本 没有 好 医院 了 因为 大家 都 是 糊弄 想 找 专家 看 就 去 私立 吧 [ doge ],然后 头部 医院 的 大 专家 都 带 团队 跑 去 私立 以后 铺开 的话 根本 没有 好 医院 了 因为 大家 都 是 糊弄 想 找 专家 看 就 去 私立 吧 [ doge ],功能强大,刊七大刊,各种渠道,0.7007072
这种 薪资 是 让 大家 直接 躺平 吗,这种 薪资 是 让 大家 直接 躺平 吗,身家性命,好家伙,老家伙,0.89609873
中山 一港 大 深圳 医院 学 三明 怎么 想 的 越 活越 回头,中山 一港 大 深圳 医院 学 三明 怎么 想 的 越 活越 回头,医科大学,大学毕业,医学知识,0.8225181
有没有 知道 东莞 厚街 人民 医院 怎么样 是 已经 开始 了 吗,有没有 知道 东莞 厚街 人民 医院 怎么样 是 已经 开始 了 吗,另有企图,个人所得税,痴人说梦,0.85625875
这个 年薪制 的 钱 包括 五险 一金 吗,这个 年薪制 的 钱 包括 五险 一金 吗,老年病,年富力强,一年到头,0.8211071
多 交钱 可以 吗 不要 实行 这个 医改 好 吗 人生 本来 就 好 难,多 交钱 可以 吗 不要 实行 这个 医改 好 吗 人生 本来 就 好 难,个人所得税,痴人说梦,个人观点,0.8628615
广州 主任医师 年收入 最高 才 30 万 吗 [ 哭 惹 ],广州 主任医师 年收入 最高 才 30 万 吗 [ 哭 惹 ],杭州,惠州,贵州,0.7560781
昨天 跟 家里 当 医生 的 亲戚 聊 了 一下 一肚子 怨气 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ],昨天 跟 家里 当 医生 的 亲戚 聊 了 一下 一肚子 怨气 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ],领导班子,角色定位,一锤子买卖,0.79883385
太假 了 自负盈亏   怎么 改   又 不 拿 政府 钱,太假 了 自负盈亏   怎么 改   又 不 拿 政府 钱,马太效应,太好了,太爽了,0.92332673
mrpaladin   啊 太 甜 了,mrpaladin   啊 太 甜 了,mrpaladin,含金量,退休金,0.8568779
最低 50 那 他 肯定 按 最低 给 你 啊,最低 50 那 他 肯定 按 最低 给 你 啊,资产负债率,纳米技术,服务质量,0.82734334
真行 降 完 护士 降 医生 的,真行 降 完 护士 降 医生 的,硕士论文,工程硕士,加大力度,0.8948897
你 30 岁 毕业 到手 15w   你 高中同学 博士 毕业 进 国企 的 一年 30w40w   你 觉得 医生 在 工作 时 这么 想 他 是 什么 心情   治好 和 治 不错 可 有 很大 差距 嗷 [ doge ],你 30 岁 毕业 到手 15w   你 高中同学 博士 毕业 进 国企 的 一年 30w40w   你 觉得 医生 在 工作 时 这么 想 他 是 什么 心情   治好 和 治 不错 可 有 很大 差距 嗷 [ doge ],功能强大,刊七大刊,医科大学,0.6636164
没 办法 了 就 克扣 医护 医技,没 办法 了 就 克扣 医护 医技,劳动法,技术实力,按劳分配,0.89141977
啊,啊,更,房,槽,1.0
离枝 广东 的 也 来 了 [ 笑 哭 ],离枝 广东 的 也 来 了 [ 笑 哭 ],这样的话,总的来说,技术实力,0.88445807
港大 深圳 医院 学 三明 哈哈 乐看 其成,港大 深圳 医院 学 三明 哈哈 乐看 其成,马来西亚,医科大学,悬壶济世,0.86686206
中大附 一 也 是 试点 医院 啊,中大附 一 也 是 试点 医院 啊,功能强大,刊七大刊,绝大多数,0.90157914
私立 医院 让 我入 一股 吧   不想 干 了,私立 医院 让 我入 一股 吧   不想 干 了,自我感觉,在我看来,敌我矛盾,0.9286686
没事 反正 我 的 工资 还 不如 这 年薪制 高 [ 笑 哭 ],没事 反正 我 的 工资 还 不如 这 年薪制 高 [ 笑 哭 ],恕我直言,据我所知,敌我矛盾,0.85733265
哈哈哈 哈哈 医护 都 走 了 到时候,哈哈哈 哈哈 医护 都 走 了 到时候,资产负债率,说句实话,严重后果,0.9193715
nnd 我 去 教培教 培双减 我 来 医疗 医疗 医改 [ 扶墙 ],nnd 我 去 教培教 培双减 我 来 医疗 医疗 医改 [ 扶墙 ],敌我矛盾,自我感觉,在我看来,0.90177745
准备 好 买 高端 医疗险 吧,准备 好 买 高端 医疗险 吧,资产负债率,劳动所得,服务质量,0.92221797
不 理想化 的 momo,不 理想化 的 momo,不好意思,不可开交,不思进取,0.8045181
高质量 发展 真的,高质量 发展 真的,这样的话,总的来说,死死的,0.9000126
clopidogrel   [ 汗颜 ],clopidogrel   [ 汗颜 ],clopidogrel,cleoh,解决方案,0.91803133
不 懂   这个 是 要 做 啥 啊,不 懂   这个 是 要 做 啥 啊,不好意思,不可开交,不思进取,0.96090734
看看 是 怎么 个 情况,看看 是 怎么 个 情况,资产负债率,标准答案,普通员工,0.9766991
贵院 今年 不是 已经 降过 一轮 了 还有 下降 空间 吗,贵院 今年 不是 已经 降过 一轮 了 还有 下降 空间 吗,老年病,莫名其妙,另有企图,0.7999429
香港 深圳 医院 年薪 多少,香港 深圳 医院 年薪 多少,香饽饽,麝香,很香,0.8905469
确定 了 这 两家 医院 吗,确定 了 这 两家 医院 吗,身家性命,好家伙,老家伙,0.9563327
橄榄   沉淀 优质 男 capybara   destiny   プ レ パ レ ー ド   可爱 的   白日做梦   灰色 頭像,橄榄   沉淀 优质 男 capybara   destiny   プ レ パ レ ー ド   可爱 的   白日做梦   灰色 頭像,职称论文,毕业论文,红头文件,0.745151
很 寒心 读 这么 多年 学 最后 告诉 我 我 还 不是 医生 [ 石化 ],很 寒心 读 这么 多年 学 最后 告诉 我 我 还 不是 医生 [ 石化 ],恕我直言,在我看来,敌我矛盾,0.8503625
可以 啊 以后 只管 记麻单 了 要 推 什么 药 外科 自己 张嘴 我 听 医嘱 就行了 插管 外科 自己 插 [ doge ],可以 啊 以后 只管 记麻单 了 要 推 什么 药 外科 自己 张嘴 我 听 医嘱 就行了 插管 外科 自己 插 [ doge ],资产负债率,敌我矛盾,恕我直言,0.7158844
以后 我们 就 只 提供 技术支持 就 好 比如 穿刺 成功 后 让 手术 医生 来 给 药 或者 插管 成功 后 让 手术 医生 来 管理 不是 总嫌 我们 肌松 不够 嘛 这下 他们 想 给 多少 给 多少 [ 笑 哭 ],以后 我们 就 只 提供 技术支持 就 好 比如 穿刺 成功 后 让 手术 医生 来 给 药 或者 插管 成功 后 让 手术 医生 来 管理 不是 总嫌 我们 肌松 不够 嘛 这下 他们 想 给 多少 给 多少 [ 笑 哭 ],据我所知,敌我矛盾,恕我直言,0.83853227
医技 更好 [ doge ] 血压高 了 就 提示 外科 患者 血压 升高 可能性 大请 结合 临床   [ doge ]   要 处理 就 下台 开 医嘱 [ doge ] [ doge ] [ doge ],医技 更好 [ doge ] 血压高 了 就 提示 外科 患者 血压 升高 可能性 大请 结合 临床   [ doge ]   要 处理 就 下台 开 医嘱 [ doge ] [ doge ] [ doge ],doge,资产负债率,休息时间,0.56544966
不 懂 就 问 系列 为什么 叫 麻醉师 会 生气 [ 笑 哭 ],不 懂 就 问 系列 为什么 叫 麻醉师 会 生气 [ 笑 哭 ],值不值得,苦不堪言,好不容易,0.8724972
麻醉科 就 不 应该 是 医技 有创 操作 多 用药 多 还 都 是 高危 药品 设置 为 医技 完全 是 在 瞎整 [ 鄙视 ],麻醉科 就 不 应该 是 医技 有创 操作 多 用药 多 还 都 是 高危 药品 设置 为 医技 完全 是 在 瞎整 [ 鄙视 ],资产负债率,纳米技术,非常感谢,0.80913264
中国 人 的 命 不值钱 麻醉 医生 就 不会 有 价值,中国 人 的 命 不值钱 麻醉 医生 就 不会 有 价值,利国利民,祸国殃民,个人所得税,0.8355619
88   号 麻醉 技师,88   号 麻醉 技师,资产负债率,销售业务,劳动所得,0.8002721
今天 我 做 了 18 台 剖宫产 麻醉 还给 一个 中央 性 前置 胎盘 的 产妇 穿刺 了 一个 中心 静脉 自体 血 回收 都 是 打针 妥妥 的 技师 啊 [ 偷笑 ],今天 我 做 了 18 台 剖宫产 麻醉 还给 一个 中央 性 前置 胎盘 的 产妇 穿刺 了 一个 中心 静脉 自体 血 回收 都 是 打针 妥妥 的 技师 啊 [ 偷笑 ],敌我矛盾,据我所知,在我看来,0.784196
医技 怎么 了 医技 就 低人一等 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] 我 不 太 懂 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] 哈哈哈 哈哈哈,医技 怎么 了 医技 就 低人一等 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] 我 不 太 懂 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] 哈哈哈 哈哈哈,资产负债率,恕我直言,自我感觉,0.7423638
宝宝 脑室 增宽 做 其他 手术 可以 麻醉 吗,宝宝 脑室 增宽 做 其他 手术 可以 麻醉 吗,资产负债率,背景音乐,累死累活,0.91465247
哈哈 666 号 技师 乐意 为 你 服务,哈哈 666 号 技师 乐意 为 你 服务,资产负债率,休息时间,纳米技术,0.7988549
会 培训 暴雨 梨花 针 吗,会 培训 暴雨 梨花 针 吗,就业机会,这会儿,完秋招,0.90980774
加个 钟,加个 钟,加班费,加剧,加入,1.0
可 我 一直 以为 麻醉师 是 麻醉 医师 的 简称,可 我 一直 以为 麻醉师 是 麻醉 医师 的 简称,恕我直言,据我所知,敌我矛盾,0.9239016
大一 影像 五年制 医学生 医生 变 技师 了,大一 影像 五年制 医学生 医生 变 技师 了,大学毕业,医科大学,功能强大,0.8561599
那 谁 麻子 对 就 你,那 谁 麻子 对 就 你,领导班子,嗓子疼,半辈子,0.9764062
不 都 辟谣 了 吗,不 都 辟谣 了 吗,不可开交,不思进取,不好意思,0.96898556
为啥 生气 啊 不是 一直 都 叫 麻醉师 的 吗 习惯 而已,为啥 生气 啊 不是 一直 都 叫 麻醉师 的 吗 习惯 而已,骨科医生,专科医生,东郭先生,0.8328804
以后 麻完 就 走 醒 不 过来 让 临床 的 抢救 去 [ 再见 ],以后 麻完 就 走 醒 不 过来 让 临床 的 抢救 去 [ 再见 ],资产负债率,这样的话,总的来说,0.8447793
收入 甚至 不如 大 保健 技师 [ 大笑 ],收入 甚至 不如 大 保健 技师 [ 大笑 ],关系不大,功能强大,刊七大刊,0.89580834
麻醉 这 事 关乎 人命   怎么 就 不是 麻醉 医生 了,麻醉 这 事 关乎 人命   怎么 就 不是 麻醉 医生 了,个人所得税,个人感觉,个人观点,0.89782923
本 超声 科 医生 天天 被叫 护士 [ 偷笑 ],本 超声 科 医生 天天 被叫 护士 [ 偷笑 ],工程硕士,基本工资,根本就是,0.8866203
麻醉 技师 该 做 的 一样 不少 绩效 按 技师 标准 [ 捂脸 ],麻醉 技师 该 做 的 一样 不少 绩效 按 技师 标准 [ 捂脸 ],资产负债率,这样的话,总的来说,0.8276241
名称 其实 不会 改 真正 会改 的 是 你 的 收入 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ],名称 其实 不会 改 真正 会改 的 是 你 的 收入 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ],这样的话,就业机会,总的来说,0.7977785
麻醉师 都 知道 是 医生 但是 叫 麻醉 技师 那 就 [ doge ],麻醉师 都 知道 是 医生 但是 叫 麻醉 技师 那 就 [ doge ],各种渠道,道听途说,胡说八道,0.773719
操 医师 的 心 拿 医技 的 钱 [ doge ],操 医师 的 心 拿 医技 的 钱 [ doge ],这样的话,总的来说,傻傻的,0.79489493
希望 以后 我 诱导 完插 完管 就 可以 走   然后 外科 大夫 自己 看 生命 体征   我 就 承认 医技,希望 以后 我 诱导 完插 完管 就 可以 走   然后 外科 大夫 自己 看 生命 体征   我 就 承认 医技,自我感觉,在我看来,敌我矛盾,0.8947443
现在 有 麻醉师 吗 认真 的,现在 有 麻醉师 吗 认真 的,另有企图,这样的话,无奇不有,0.897424
完 了 我 每次 都 叫 的 麻师 [ 笑 哭 ] 跟着 别人 叫 的 原来 还有 这个 忌讳 啊,完 了 我 每次 都 叫 的 麻师 [ 笑 哭 ] 跟着 别人 叫 的 原来 还有 这个 忌讳 啊,据我所知,敌我矛盾,恕我直言,0.8562062
没有 处方权 让 医生 自己 给 药 以后 肌肉 紧 了 让 他们 自己 给 药,没有 处方权 让 医生 自己 给 药 以后 肌肉 紧 了 让 他们 自己 给 药,另有企图,莫名其妙,想都别想,0.83699054
麻师,麻师,达标,查热,关于,1.0
叫 麻醉师 咋 了 有 什么 典故,叫 麻醉师 咋 了 有 什么 典故,另有企图,无奇不有,有利于,0.9158015
[ doge ] 麻子 你好,[ doge ] 麻子 你好,领导班子,发帖子,歪点子,0.7651375
以后 本科 就 能 工作 了 [ 笑 哭 ] 当然 钱 也 没 了,以后 本科 就 能 工作 了 [ 笑 哭 ] 当然 钱 也 没 了,基本工资,根本就是,降本增效,0.8788851
检验 狗 欢迎 麻子 加入 医技 大家庭 [ 害羞 ] [ 害羞 ],检验 狗 欢迎 麻子 加入 医技 大家庭 [ 害羞 ] [ 害羞 ],身家性命,老家伙,好家伙,0.8625932
以后 叫 麻师 我 也 不 生气,以后 叫 麻师 我 也 不 生气,恕我直言,自我感觉,敌我矛盾,0.9085649
我 就 纳闷 医技 到底 是 哪一年 开始 有 的 学 的 东西 和 以前 几乎 没什么 变化 然后 告诉 我 累死累活 学 这么 多 以前 可以 考 执业 医师 现在 不 可以 那 你 他妈的 少开 几科 啊 他妈的 然后 医院 招聘 的 时候 也 他妈的 别 不要 我们 啊 检验 招聘 他妈的 要 本科 临床 的 他妈的 是 什么 意思 脑子里 装 的 是 吗 妈 的,我 就 纳闷 医技 到底 是 哪一年 开始 有 的 学 的 东西 和 以前 几乎 没什么 变化 然后 告诉 我 累死累活 学 这么 多 以前 可以 考 执业 医师 现在 不 可以 那 你 他妈的 少开 几科 啊 他妈的 然后 医院 招聘 的 时候 也 他妈的 别 不要 我们 啊 检验 招聘 他妈的 要 本科 临床 的 他妈的 是 什么 意思 脑子里 装 的 是 吗 妈 的,恕我直言,敌我矛盾,据我所知,0.798367
百分之 80 的 医技 只要 会 赚钱 的 科室 在院 绩效 都 能 排到 临床 前 三 [ doge ],百分之 80 的 医技 只要 会 赚钱 的 科室 在院 绩效 都 能 排到 临床 前 三 [ doge ],这样的话,总的来说,功能强大,0.7111729
以后 变成 最烦 别人 叫 我 麻醉 医生 了,以后 变成 最烦 别人 叫 我 麻醉 医生 了,个人所得税,痴人说梦,个人观点,0.8872176
不是 现在 医科大学 临床 和 麻醉 专业 是 分开 的 吗 怎么 会 有 这么 奇葩 的 操作,不是 现在 医科大学 临床 和 麻醉 专业 是 分开 的 吗 怎么 会 有 这么 奇葩 的 操作,这样的话,总的来说,另有企图,0.80573976
以后 麻醉药 怎么 开 怎么 用 升压 药 降压药 血管 活性 药 怎么 用 手术 能 不能 做 术后 还 痛要 加哟 都 不要 来 问 麻醉 医生 哦 神经 阻滞 镇痛 也 不 打 了 哦,以后 麻醉药 怎么 开 怎么 用 升压 药 降压药 血管 活性 药 怎么 用 手术 能 不能 做 术后 还 痛要 加哟 都 不要 来 问 麻醉 医生 哦 神经 阻滞 镇痛 也 不 打 了 哦,资产负债率,休息时间,服务质量,0.77321774
麻师,麻师,商业,先说,两头,1.0
麻师,麻师,达标,查热,关于,1.0
以后 打 完 针插 完管 就 就 走 后面 让 内科 和 急诊 了 医生 坐 手术台 里 [ 偷笑 ],以后 打 完 针插 完管 就 就 走 后面 让 内科 和 急诊 了 医生 坐 手术台 里 [ 偷笑 ],资产负债率,冲锋在前,劳动所得,0.86468285
叫 麻醉师 很 好听 啊 难道 还有 谁 不 知道 麻醉师 是 医生 吗,叫 麻醉师 很 好听 啊 难道 还有 谁 不 知道 麻醉师 是 医生 吗,各种渠道,道听途说,东郭先生,0.88081235
挺 好 的 抢救 什么 的 别来 沾边 了,挺 好 的 抢救 什么 的 别来 沾边 了,总的来说,这样的话,傻傻的,0.9245708
这 事儿 还 没有 定,这 事儿 还 没有 定,注意事项,医疗事故,闲着没事,0.93395376
前凸后 翘母 蟑螂,前凸后 翘母 蟑螂,提前退休,冲锋在前,前凸后,0.96602476
有 执业 医师 证 就是 医生 啊,有 执业 医师 证 就是 医生 啊,另有企图,有意思,有时候,0.9365504
读 4 年 不用 规培 手术 中 出现 问题 外科医生 开 医嘱 让 护士 执行 不 参与 抢救 只 负责 麻醉 插管 穿 动静脉 等 [ 偷笑 ],读 4 年 不用 规培 手术 中 出现 问题 外科医生 开 医嘱 让 护士 执行 不 参与 抢救 只 负责 麻醉 插管 穿 动静脉 等 [ 偷笑 ],老年病,年富力强,两年,0.7696513
麻醉师 也 挺 好 的 就 像 魔法 世界 的 巫师 一 施展 魔法 外科医生 就 可以 在 病人 身上 做手术 啦,麻醉师 也 挺 好 的 就 像 魔法 世界 的 巫师 一 施展 魔法 外科医生 就 可以 在 病人 身上 做手术 啦,个人所得税,个人感觉,众人皆醉,0.8239125
技师 的话 能 不能 打 一针 完 活儿 生命 体征 台上 的 临床 医生 管 技师 可 不用 管 病人 死活 [ doge ],技师 的话 能 不能 打 一针 完 活儿 生命 体征 台上 的 临床 医生 管 技师 可 不用 管 病人 死活 [ doge ],个人所得税,功能强大,关系不大,0.7444955
我 说 我 读 麻醉学   有人 还 以为 我 是 护士 [ 微笑 ],我 说 我 读 麻醉学   有人 还 以为 我 是 护士 [ 微笑 ],自我感觉,恕我直言,据我所知,0.8630939
那 太好了 以后 抢救 用药 别 找 我们 我们 就 插个 管子,那 太好了 以后 抢救 用药 别 找 我们 我们 就 插个 管子,自我感觉,敌我矛盾,在我看来,0.90133536
就 一个 原因 缺钱 麻醉科 的 医生 太 多 他们 不想 发钱 给 麻醉科 [ 鄙视 ]   我 之前 就 呼吁 取消 麻醉 本科 一部分 工作 用 麻醉 护士 代替 麻醉科 的 护士 数量 应该 多于 医生 只有 麻醉 医生 少 麻醉 医生 才 值钱 [ 笑 哭 ],就 一个 原因 缺钱 麻醉科 的 医生 太 多 他们 不想 发钱 给 麻醉科 [ 鄙视 ]   我 之前 就 呼吁 取消 麻醉 本科 一部分 工作 用 麻醉 护士 代替 麻醉科 的 护士 数量 应该 多于 医生 只有 麻醉 医生 少 麻醉 医生 才 值钱 [ 笑 哭 ],莫名其妙,据我所知,恕我直言,0.76370233
麻醉师 能 飞刀 不真想 万一 以后 生 孩子 有钱 能 把 产科医生 麻醉师 一起 打包 飞刀 不 知道 到时候 麻醉师 飞刀 要 给 多少,麻醉师 能 飞刀 不真想 万一 以后 生 孩子 有钱 能 把 产科医生 麻醉师 一起 打包 飞刀 不 知道 到时候 麻醉师 飞刀 要 给 多少,资产负债率,悬壶济世,莫名其妙,0.76672745
内科 转 麻醉 请 骂 醒 我 [ 笑 哭 ],内科 转 麻醉 请 骂 醒 我 [ 笑 哭 ],在我看来,据我所知,恕我直言,0.9452347
我们 医院 考编 不 允许 麻醉科 的 考 我们 大夫 上去 问 办公室 为啥 办公室 说 我们 不 属于 临床 然后 我们 大夫 说 划成 医技 了 办公室 说 也 不 属于 医技 就是 不让 你 考,我们 医院 考编 不 允许 麻醉科 的 考 我们 大夫 上去 问 办公室 为啥 办公室 说 我们 不 属于 临床 然后 我们 大夫 说 划成 医技 了 办公室 说 也 不 属于 医技 就是 不让 你 考,据我所知,在我看来,敌我矛盾,0.8176904
请问 大拇指 根部 打 麻药 疼 吗,请问 大拇指 根部 打 麻药 疼 吗,离休干部,刊七大刊,按部就班,0.8900224
听说 以后 要 针麻 [ 哭 惹 ],听说 以后 要 针麻 [ 哭 惹 ],资产负债率,休息时间,非营利性,0.95025516
医改 技 医改 技 [ 偷笑 ] [ 偷笑 ] [ 偷笑 ],医改 技 医改 技 [ 偷笑 ] [ 偷笑 ] [ 偷笑 ],资产负债率,纳米技术,劳动所得,0.85235023
在读 的 天塌 了 之前 开学 的 时候 院长 讲话 说 别人 叫 你 麻醉师 你 抽 他 就 行 现在 看来 以后 出门 腰 都 直 不 起来 了 [ doge ],在读 的 天塌 了 之前 开学 的 时候 院长 讲话 说 别人 叫 你 麻醉师 你 抽 他 就 行 现在 看来 以后 出门 腰 都 直 不 起来 了 [ doge ],功能强大,悬壶济世,刊七大刊,0.6547191
