cut_content,text,keyword1,keyword2,keyword3,similarity_score,processed_content,dominant_topic
麻醉 没有 门诊,麻醉 没有 门诊,另有企图,有利于,有意思,0.9822782,"['麻醉', '门诊']",2
哪个 门外汉 说 麻醉 没有 门诊,哪个 门外汉 说 麻醉 没有 门诊,整形外科,引进外资,另有企图,0.8808813,"['门外汉', '说', '麻醉', '门诊']",3
麻醉 门诊 是 摆设,麻醉 门诊 是 摆设,资产负债率,众所周知,柴米油盐,0.98764217,"['麻醉', '门诊', '摆设']",2
我 才 大 一 [ 石化 ] 那 我 读完 博士 去 医院 别 都 月薪 三千 了,我 才 大 一 [ 石化 ] 那 我 读完 博士 去 医院 别 都 月薪 三千 了,敌我矛盾,自我感觉,在我看来,0.86113906,"['石化', '读完', '博士', '医院', '月薪', '三千']",0
无痛 人流 无痛 胃肠 镜 不算 门诊   麻醉 评估 不算 门诊 哦   哪 都 住院 做 呗,无痛 人流 无痛 胃肠 镜 不算 门诊   麻醉 评估 不算 门诊 哦   哪 都 住院 做 呗,个人所得税,个人感觉,个人观点,0.9030069,"['无痛', '人流', '无痛', '胃肠', '镜', '不算', '门诊', '麻醉', '评估', '不算', '门诊', '住院', '做']",1
就是 典型 的 赚 卖 白菜 的 钱 操卖 白粉 的 心 [ 笑 哭 ],就是 典型 的 赚 卖 白菜 的 钱 操卖 白粉 的 心 [ 笑 哭 ],这样的话,总的来说,制的工,0.86198264,"['典型', '赚', '卖', '白菜', '钱', '操卖', '白粉', '心', '笑', '哭']",1
吃 吃,吃 吃,商业,先说,两头,1.0,"['吃', '吃']",3
官方 文件 在 哪里 又 是 造谣,官方 文件 在 哪里 又 是 造谣,解决方案,处方权,全方位,0.93025994,"['官方', '文件', '造谣']",1
我们 这里 麻醉 医生 要出 门诊 的,我们 这里 麻醉 医生 要出 门诊 的,在我看来,恕我直言,敌我矛盾,0.905864,"['麻醉', '医生', '要出', '门诊']",3
[ doge ] [ doge ] [ doge ] 怎么 不算 赶上 好 时候 了 呢,[ doge ] [ doge ] [ doge ] 怎么 不算 赶上 好 时候 了 呢,doge,不满情绪,不可开交,0.6103023,"['doge', 'doge', 'doge', '不算', '赶上']",1
拿 钱 的 时候 是 艺妓 担责任 的 时候 是 医生,拿 钱 的 时候 是 艺妓 担责任 的 时候 是 医生,这样的话,总的来说,傻傻的,0.8876648,"['钱', '艺妓', '担责任', '医生']",1
但是 麻醉 很累 啊 [ 笑 哭 ] 工作难度 也 大 各位 砖假 怎么 随便 定义 呢 [ 笑 哭 ],但是 麻醉 很累 啊 [ 笑 哭 ] 工作难度 也 大 各位 砖假 怎么 随便 定义 呢 [ 笑 哭 ],资产负债率,另起炉灶,奇奇怪怪,0.85516703,"['麻醉', '很累', '笑', '哭', '工作难度', '砖假', '随便', '定义', '笑', '哭']",2
无所谓   我们 麻醉师 打 一针 就 走 就行了 [ 偷笑 ],无所谓   我们 麻醉师 打 一针 就 走 就行了 [ 偷笑 ],自我感觉,恕我直言,在我看来,0.89247906,"['无所谓', '麻醉师', '一针', '走', '就行了', '偷笑']",3
互联网 该 溜子,互联网 该 溜子,领导班子,发帖子,药贩子,0.98828137,"['互联网', '溜子']",1
真牛   干 医师 的 活   拿 技师 的 钱,真牛   干 医师 的 活   拿 技师 的 钱,这样的话,总的来说,他妈的,0.8920518,"['真牛', '干', '医师', '活', '技师', '钱']",1
tmd,tmd,tmd,tmdu,tm,1.0000001,['tmd'],2
这 和 我们 以前 的 工作 有关 术 前 评估 会诊 我们 都 是 到 亲自 到 病房 病人 床前 麻醉 门诊 后来 做 这项 工作 又 没 规范 就 以为 我们 麻醉 不 门诊病人 了 比 窦娥 还 冤,这 和 我们 以前 的 工作 有关 术 前 评估 会诊 我们 都 是 到 亲自 到 病房 病人 床前 麻醉 门诊 后来 做 这项 工作 又 没 规范 就 以为 我们 麻醉 不 门诊病人 了 比 窦娥 还 冤,据我所知,自我感觉,在我看来,0.8469327,"['工作', '术', '前', '评估', '会诊', '病房', '病人', '床前', '麻醉', '门诊', '做', '这项', '工作', '没', '规范', '麻醉', '门诊病人', '窦娥', '冤']",2
麻醉 不 出 门诊 那 以后 日间 手术 前一天 病号 直接 冲 进 手术 是 评估 吗,麻醉 不 出 门诊 那 以后 日间 手术 前一天 病号 直接 冲 进 手术 是 评估 吗,悬壶济世,冲锋在前,听天由命,0.8251099,"['麻醉', '出', '门诊', '日间', '手术', '前一天', '病号', '进', '手术', '评估']",3
怎么 能 做到 脸不红 心不跳 地 占 人家 便宜 的 [ doge ] [ doge ],怎么 能 做到 脸不红 心不跳 地 占 人家 便宜 的 [ doge ] [ doge ],功能强大,刊七大刊,悬壶济世,0.696081,"['脸不红', '心不跳', '占', '便宜', 'doge', 'doge']",0
呵呵 真 厉害 [ 点赞 ] 干 医师 的 活领 医技 的 钱,呵呵 真 厉害 [ 点赞 ] 干 医师 的 活领 医技 的 钱,这样的话,总的来说,傻傻的,0.90287554,"['真', '厉害', '点赞', '干', '医师', '活领', '医技', '钱']",2
有 门诊 啊,有 门诊 啊,有利于,有时候,有意思,0.99514604,['门诊'],3
那 影像 超声 病理 的 诊断 医生 也 按 医技 走 吗,那 影像 超声 病理 的 诊断 医生 也 按 医技 走 吗,资产负债率,这样的话,总的来说,0.85199475,"['影像', '超声', '病理', '诊断', '医生', '医技', '走']",1
累死累活 的 是 麻醉 通宵 熬夜 的 也 是 麻醉 猝死 率 最高 的 也 是 麻醉 这会儿 来说 只算个 技师 技师 能 按时 下班 麻醉 能 吗 [ 哭 惹 ],累死累活 的 是 麻醉 通宵 熬夜 的 也 是 麻醉 猝死 率 最高 的 也 是 麻醉 这会儿 来说 只算个 技师 技师 能 按时 下班 麻醉 能 吗 [ 哭 惹 ],资产负债率,望闻问切,改革开放,0.7674351,"['累死累活', '麻醉', '通宵', '熬夜', '麻醉', '猝死', '率', '麻醉', '只算个', '技师', '技师', '下班', '麻醉', '哭', '惹']",2
我们 麻醉 有 门诊 呢 [ 叹气 ],我们 麻醉 有 门诊 呢 [ 叹气 ],恕我直言,据我所知,在我看来,0.9399269,"['麻醉', '门诊', '叹气']",3
这样 改 法 猝死 的 麻醉 医生 真的 九泉之下 不得 安宁,这样 改 法 猝死 的 麻醉 医生 真的 九泉之下 不得 安宁,这样的话,总的来说,关系不大,0.8424889,"['改', '法', '猝死', '麻醉', '医生', '真的', '九泉之下', '安宁']",3
yy 不 歪歪   医生 医技 二象性 发钱 的 时候 是 医技 干活 的 时候 说 医生,yy 不 歪歪   医生 医技 二象性 发钱 的 时候 是 医技 干活 的 时候 说 医生,为数不多,何乐不为,解决不了,0.82187605,"['yy', '歪歪', '医生', '医技', '二象性', '发钱', '医技', '干活', '说', '医生']",0
你们 不要 再 吃 鸡蛋 饼 了 啦   momo,你们 不要 再 吃 鸡蛋 饼 了 啦   momo,在所不惜,解决不了,为数不多,0.7885978,"['吃', '鸡蛋', '饼', 'momo']",3
[ 黑薯 问号 ] [ 黑薯 问号 ],[ 黑薯 问号 ] [ 黑薯 问号 ],资产负债率,欣欣向荣,工资总额,0.89419293,"['黑薯', '问号', '黑薯', '问号']",0
没有 啊 麻醉 出 门诊 吧,没有 啊 麻醉 出 门诊 吧,另有企图,无奇不有,入不敷出,0.9414346,"['麻醉', '出', '门诊']",2
即便 临床 医生 拿满 20 的 都 少之又少 三甲 麻醉 医生 估计 最终 结果 就是 200808 二级 医院 基本 就 玩完,即便 临床 医生 拿满 20 的 都 少之又少 三甲 麻醉 医生 估计 最终 结果 就是 200808 二级 医院 基本 就 玩完,马来西亚,旱涝保收,商业保险,0.7404207,"['临床', '医生', '拿满', '20', '少之又少', '三甲', '麻醉', '医生', '估计', '最终', '200808', '二级', '医院', '玩完']",2
ummmm 没人 比 我们 和 患者 接触 的 时间 更长 了 吧 虽然 是 睡着 的 患者 难道 睡着 的 患者 就 不是 患者 了 吗,ummmm 没人 比 我们 和 患者 接触 的 时间 更长 了 吧 虽然 是 睡着 的 患者 难道 睡着 的 患者 就 不是 患者 了 吗,个人所得税,痴人说梦,众人皆醉,0.8384618,"['ummmm', '没人', '患者', '接触', '时间', '更长', '睡着', '患者', '睡着', '患者', '患者']",1
我们 麻醉 有 门诊 唉 是不是 可以 算 临床 科室,我们 麻醉 有 门诊 唉 是不是 可以 算 临床 科室,敌我矛盾,据我所知,自我感觉,0.9182898,"['麻醉', '门诊', '算', '临床', '科室']",2
准备 转行 了 谁 爱 干 谁 干,准备 转行 了 谁 爱 干 谁 干,顺利进行,医药行业,服务行业,0.9299147,"['转行', '爱', '干', '干']",0
疫情 的 时候   给 新冠 病人 手术 麻醉 插管   和 病人 的 接触 比不上 在 病房 查房 开 医嘱 的 风险   我们 单位   前 几年 就 见识 了,疫情 的 时候   给 新冠 病人 手术 麻醉 插管   和 病人 的 接触 比不上 在 病房 查房 开 医嘱 的 风险   我们 单位   前 几年 就 见识 了,个人所得税,恕我直言,敌我矛盾,0.7991295,"['疫情', '新冠', '病人', '手术', '麻醉', '插管', '病人', '接触', '比不上', '病房', '查房', '开', '医嘱', '风险', '单位', '前', '几年', '见识']",2
不 与 患者 频繁 直接 接触 那 他 麻醉 围术期 的 管理 算 什么 [ 石化 ],不 与 患者 频繁 直接 接触 那 他 麻醉 围术期 的 管理 算 什么 [ 石化 ],不好意思,不思进取,不可开交,0.8554573,"['患者', '频繁', '接触', '麻醉', '围术期', '管理', '算', '石化']",3
担 着 医师 的 风险 拿 着 技师 的 工资 [ 暗中 观察 ],担 着 医师 的 风险 拿 着 技师 的 工资 [ 暗中 观察 ],这样的话,总的来说,制的工,0.86761296,"['担', '医师', '风险', '技师', '工资', '观察']",2
真是 既要 又 要 [ 笑 哭 ],真是 既要 又 要 [ 笑 哭 ],真情实感,真材实料,真没想到,0.9600922,"['既要', '笑', '哭']",1
我 嘞 个 豆 啊 工作量 没变少 还要 扣钱 恶心,我 嘞 个 豆 啊 工作量 没变少 还要 扣钱 恶心,恕我直言,在我看来,据我所知,0.9277724,"['嘞', '豆', '工作量', '没变少', '扣钱', '恶心']",2
是 什么 都 无所谓 了 但是 克扣 我 的 钱 这 不 合适 吧 [ 再见 ],是 什么 都 无所谓 了 但是 克扣 我 的 钱 这 不 合适 吧 [ 再见 ],敌我矛盾,在我看来,据我所知,0.8749193,"['无所谓', '克扣', '钱', '合适', '再见']",3
医改 最 容易 成功 的 就是 把 医生 低微 的 收入 再 往下压 一压 可笑 的 是 全球 其他 地方 包括 非洲 印度 菲律宾 越南 报考 临床医学 人们 愁 的 是 分数 够不够 他们 根本 不用 愁 毕业 后 的 薪资 待遇 因为 全球通 用 的 医生 收入 是 社会 中位数 35 倍 只有 中国 大陆 医生 工作量 最高 且 对 薪资 发愁 的 意外 不 奇葩 不 尴尬 不,医改 最 容易 成功 的 就是 把 医生 低微 的 收入 再 往下压 一压 可笑 的 是 全球 其他 地方 包括 非洲 印度 菲律宾 越南 报考 临床医学 人们 愁 的 是 分数 够不够 他们 根本 不用 愁 毕业 后 的 薪资 待遇 因为 全球通 用 的 医生 收入 是 社会 中位数 35 倍 只有 中国 大陆 医生 工作量 最高 且 对 薪资 发愁 的 意外 不 奇葩 不 尴尬 不,关系不大,殷鉴不远,为数不多,0.74074626,"['医改', '成功', '医生', '低微', '收入', '往下压', '一压', '可笑', '全球', '地方', '包括', '非洲', '印度', '菲律宾', '越南', '报考', '临床医学', '愁', '分数', '够不够', '不用', '愁', '毕业', '薪资', '待遇', '全球通', '医生', '收入', '社会', '中位数', '35', '倍', '中国', '大陆', '医生', '工作量', '薪资', '发愁', '意外', '奇葩', '尴尬']",0
嗯 嗯 胖 东来 当 服务员 月薪 8000 起 学医 倒 夜班 生命 在 你 手里 医患 关系 医闹 你 说 普通 职业 医护 是 高危 职业 好不好,嗯 嗯 胖 东来 当 服务员 月薪 8000 起 学医 倒 夜班 生命 在 你 手里 医患 关系 医闹 你 说 普通 职业 医护 是 高危 职业 好不好,资产负债率,医学院校,医学知识,0.7468511,"['胖', '东来', '服务员', '月薪', '8000', '学医', '倒', '夜班', '生命', '手里', '医患', '关系', '医闹', '说', '职业', '医护', '高危', '职业', '好不好']",0
八年 以后 能 保证 进 三甲 吗,八年 以后 能 保证 进 三甲 吗,第二年,年富力强,一年到头,0.9026528,"['八年', '保证', '进', '三甲']",2
付出 和 风险 与 收入 不 成正比,付出 和 风险 与 收入 不 成正比,入不敷出,派出机构,科班出身,0.9108126,"['付出', '风险', '收入', '成正比']",1
其实 好多 已经 发布 下来 了 医保 不 给 医院 钱,其实 好多 已经 发布 下来 了 医保 不 给 医院 钱,忙不过来,好不容易,可不可以,0.8502562,"['好多', '发布', '医保', '医院', '钱']",0
付出 与 收获 严重 失衡 了 吧,付出 与 收获 严重 失衡 了 吧,派出机构,投入产出,科班出身,0.92301404,"['付出', '收获', '失衡']",3
大 三甲 医院 工资 确实 发 的 起 但是 绩效 发不起 了 现在 医生 收入 大头 是 靠 绩效 啊 [ 笑 哭 ],大 三甲 医院 工资 确实 发 的 起 但是 绩效 发不起 了 现在 医生 收入 大头 是 靠 绩效 啊 [ 笑 哭 ],功能强大,刊七大刊,绝大多数,0.85378486,"['三甲', '医院', '工资', '确实', '发', '绩效', '发不起', '医生', '收入', '大头', '绩效', '笑', '哭']",1
五六千 算 可以 天 要求 太低 了,五六千 算 可以 天 要求 太低 了,高级职称,交五险,费五险,0.88168097,"['五六千', '算', '天', '太低']",3
严重 的 付出 与 收入 不 成正比 啊 尤其 是 高分 段 学医,严重 的 付出 与 收入 不 成正比 啊 尤其 是 高分 段 学医,私立学校,医学知识,医学专业,0.80833006,"['付出', '收入', '成正比', '高分', '段', '学医']",3
付出 和 风险 与 收入 不 成正比 [ 笑 哭 ],付出 和 风险 与 收入 不 成正比 [ 笑 哭 ],入不敷出,派出机构,科班出身,0.8962977,"['付出', '风险', '收入', '成正比', '笑', '哭']",1
大城市 三甲 医院 只招 博士 进来 做博后 三年 后 没有 成果 只能 请 你 滚蛋 看到 这种 外行 瞎扯 真 好笑 [ doge ],大城市 三甲 医院 只招 博士 进来 做博后 三年 后 没有 成果 只能 请 你 滚蛋 看到 这种 外行 瞎扯 真 好笑 [ doge ],功能强大,刊七大刊,绝大多数,0.7339449,"['大城市', '三甲', '医院', '只招', '博士', '做博后', '三年', '成果', '只能', '请', '滚蛋', '外行', '瞎扯', '真', '好笑', 'doge']",0
收入 已经 很 低 在 再 改 也 就 那样 三甲 皮肤 一个月 奖金 绩效 到手 6 千,收入 已经 很 低 在 再 改 也 就 那样 三甲 皮肤 一个月 奖金 绩效 到手 6 千,听天由命,提前退休,莫名其妙,0.82470024,"['收入', '低', '改', '三甲', '皮肤', '一个月', '奖金', '绩效', '到手', '千']",2
就算 是 喜欢 皮肤科 也 得 有 饭 吃 啊 [ 哭 惹 ] [ 哭 惹 ] [ 哭 惹 ],就算 是 喜欢 皮肤科 也 得 有 饭 吃 啊 [ 哭 惹 ] [ 哭 惹 ] [ 哭 惹 ],资产负债率,核磁共振,医疗机构,0.83554626,"['喜欢', '皮肤科', '饭', '吃', '哭', '惹', '哭', '惹', '哭', '惹']",1
求 逐字 稿,求 逐字 稿,纳米技术,具体实施,劳动所得,1.0000004,"['求', '逐字', '稿']",3
到时候 临床 就 会 多 230 个 挂职 然后 平分 一下 你 的 绩效 我前 单位 早就 玩 这套 了 [ 笑 哭 ] 临床 医生 一个月 23k 护士 12k 行政 5k 起步 分 绩效 的 时候 你 就 发现 科室 多 了 很多 你 不 认识 的 人,到时候 临床 就 会 多 230 个 挂职 然后 平分 一下 你 的 绩效 我前 单位 早就 玩 这套 了 [ 笑 哭 ] 临床 医生 一个月 23k 护士 12k 行政 5k 起步 分 绩效 的 时候 你 就 发现 科室 多 了 很多 你 不 认识 的 人,个人所得税,众人皆醉,个人观点,0.7522564,"['到时候', '临床', '230', '挂职', '平分', '绩效', '我前', '单位', '早就', '玩', '这套', '笑', '哭', '临床', '医生', '一个月', '23k', '护士', '12k', '行政', '5k', '起步', '分', '绩效', '发现', '科室']",2
听听 罢了 最后 落实 的 时候 医院 行政部门 能 让 自己 拿 4,听听 罢了 最后 落实 的 时候 医院 行政部门 能 让 自己 拿 4,旱涝保收,医疗保险,商业保险,0.78217113,"['听听', '落实', '医院', '行政部门']",1
你们 不是 白衣天使 吗 怎么 还 赚钱 啊 [ 偷笑 ],你们 不是 白衣天使 吗 怎么 还 赚钱 啊 [ 偷笑 ],值不值得,可不可以,苦不堪言,0.86722404,"['白衣天使', '赚钱', '偷笑']",3
那 医院 不 赚钱 还 亏 钱 的 那 钱 怎么 发 钱 哪里 来,那 医院 不 赚钱 还 亏 钱 的 那 钱 怎么 发 钱 哪里 来,忙不过来,需不需要,苦不堪言,0.8713986,"['医院', '赚钱', '亏', '钱', '钱', '发', '钱']",1
意思 不 按 年薪制 来 搞 了 还是 说 先 按 541 分钱 再整 年薪制 多余 的 上 交给 国家 [ 笑 哭 ],意思 不 按 年薪制 来 搞 了 还是 说 先 按 541 分钱 再整 年薪制 多余 的 上 交给 国家 [ 笑 哭 ],身家性命,遍布全国,莫名其妙,0.7946154,"['年薪制', '搞', '说', '先', '541', '分钱', '再整', '年薪制', '多余', '交给', '国家', '笑', '哭']",0
医院 以 盈利 为 目的 就 很 可怕 了,医院 以 盈利 为 目的 就 很 可怕 了,这样的话,总的来说,他妈的,0.91273165,"['医院', '盈利', '目的', '可怕']",0
工资 占 35 [ 微笑 ] 我们 三甲 医生 工资 1700 是不是 意思 是 整体 收入 5000 [ 笑 哭 ],工资 占 35 [ 微笑 ] 我们 三甲 医生 工资 1700 是不是 意思 是 整体 收入 5000 [ 笑 哭 ],恕我直言,据我所知,在我看来,0.8035524,"['工资', '占', '35', '微笑', '三甲', '医生', '工资', '1700', '整体', '收入', '5000', '笑', '哭']",2
这是 人均 比例 还是 群体 总收入 的 比例 护士 医生 人 数最多 人均 算下来 还是 一线 最少 啊 [ 哭 惹 ],这是 人均 比例 还是 群体 总收入 的 比例 护士 医生 人 数最多 人均 算下来 还是 一线 最少 啊 [ 哭 惹 ],个人所得税,从业人员,工作人员,0.8797935,"['这是', '人均', '比例', '群体', '总收入', '比例', '护士', '医生', '数最多', '人均', '算下来', '一线', '最少', '哭', '惹']",1
临床 转 行政 的 怎么 算 尤其 是 高级职称 的 很多 都 不想 倒 夜班 去 行政 了 既然 541 就 得 细说 还有 医院 一半 以上 人员 都 是 行政 和 后勤 尾大不掉 的 分 1 不得 闹翻天,临床 转 行政 的 怎么 算 尤其 是 高级职称 的 很多 都 不想 倒 夜班 去 行政 了 既然 541 就 得 细说 还有 医院 一半 以上 人员 都 是 行政 和 后勤 尾大不掉 的 分 1 不得 闹翻天,这样的话,总的来说,关系不大,0.77729726,"['临床', '转', '行政', '算', '高级职称', '不想', '倒', '夜班', '行政', '541', '细说', '医院', '一半', '人员', '行政', '后勤', '尾大不掉', '分', '闹翻天']",0
唉 就 说 降 多少 得 了 墨迹 这些,唉 就 说 降 多少 得 了 墨迹 这些,资产负债率,非常感谢,休息时间,0.9260467,"['说', '降', '墨迹']",3
本来 国家 的 目的 就是 要 公立医院 摆烂 引导 有钱人 去 私立 医院 自费 享受 高质量 医疗 服务 这样 既省 了 医保 又 降低 养老 压力 啊 [ 失望 ] 外行 的 普通人 还 窃喜 [ 失望 ] 笑 死 个人 [ 失望 ],本来 国家 的 目的 就是 要 公立医院 摆烂 引导 有钱人 去 私立 医院 自费 享受 高质量 医疗 服务 这样 既省 了 医保 又 降低 养老 压力 啊 [ 失望 ] 外行 的 普通人 还 窃喜 [ 失望 ] 笑 死 个人 [ 失望 ],个人所得税,个人观点,痴人说梦,0.7858254,"['本来', '国家', '目的', '公立医院', '摆烂', '引导', '有钱人', '私立', '医院', '自费', '享受', '高质量', '医疗', '服务', '既省', '医保', '降低', '养老', '压力', '失望', '外行', '普通人', '窃喜', '失望', '笑', '死', '失望']",3
可不是   医改 后 我们 临床 实际 到手 的 都 少 了   主任 不 知道   但是 我们 卡拉 米 都 少 了,可不是   医改 后 我们 临床 实际 到手 的 都 少 了   主任 不 知道   但是 我们 卡拉 米 都 少 了,据我所知,在我看来,敌我矛盾,0.87910753,"['可不是', '医改', '临床', '到手', '少', '主任', '卡拉', '米', '少']",0
感觉 是 ai 写 的   条理 不清,感觉 是 ai 写 的   条理 不清,这样的话,总的来说,傻傻的,0.8836595,"['感觉', 'ai', '写', '条理', '不清']",0
打麻将 坐 一桌 都 想 赢钱 你 觉得 可能 吗,打麻将 坐 一桌 都 想 赢钱 你 觉得 可能 吗,资产负债率,当头一棒,唯一标准,0.8794044,"['打麻将', '坐', '一桌', '想', '赢钱']",0
10 年 后 台上 在 坐 的 会 不会 有 进去 双规 的,10 年 后 台上 在 坐 的 会 不会 有 进去 双规 的,这样的话,无奇不有,总的来说,0.7871331,"['10', '年', '台上', '坐', '双规']",0
上有政策 下有对策,上有政策 下有对策,上有政策,下有对策,有名气,0.9519061,"['上有政策', '下有对策']",3
不 可能 吧 高层 行政 人员 地方 党委政府 派送 的 外行 管理 着 内行 [ 炸弹 ] [ 炸弹 ],不 可能 吧 高层 行政 人员 地方 党委政府 派送 的 外行 管理 着 内行 [ 炸弹 ] [ 炸弹 ],角色定位,固定收入,个人所得税,0.7858939,"['高层', '行政', '人员', '地方', '党委政府', '派送', '外行', '管理', '内行', '炸弹', '炸弹']",0
不 相信 我们 医护 工资 分配 91,不 相信 我们 医护 工资 分配 91,据我所知,恕我直言,在我看来,0.9009857,"['医护', '工资', '分配', '91']",0
啊 医院 还 能 剩钱 医保 局 不 扣钱 了 这话 说 的 听说 我们 去年 净利润 上半年 亏损 就 一个 小 目标 [ 抠 鼻 ] [ 抠 鼻 ] [ 抠 鼻 ] [ 抠 鼻 ],啊 医院 还 能 剩钱 医保 局 不 扣钱 了 这话 说 的 听说 我们 去年 净利润 上半年 亏损 就 一个 小 目标 [ 抠 鼻 ] [ 抠 鼻 ] [ 抠 鼻 ] [ 抠 鼻 ],据我所知,在我看来,恕我直言,0.7877755,"['医院', '剩钱', '医保', '局', '扣钱', '这话', '说', '听说', '去年', '净利润', '上半年', '亏损', '目标', '抠', '鼻', '抠', '鼻', '抠', '鼻', '抠', '鼻']",0
后勤 咋 说 明明 在 一线 干活 并 不 轻松 但 只 拿 了 行政 的 70 [ 哭 惹 ],后勤 咋 说 明明 在 一线 干活 并 不 轻松 但 只 拿 了 行政 的 70 [ 哭 惹 ],固定收入,角色定位,马来西亚,0.7890241,"['后勤', '说', '明明', '一线', '干活', '轻松', '行政', '70', '哭', '惹']",1
你 这个 帖子 是 我 刷 到 为数不多 的 理性 讨论 贴 [ 失望 ] 其他 都 是 在 发泄 情绪,你 这个 帖子 是 我 刷 到 为数不多 的 理性 讨论 贴 [ 失望 ] 其他 都 是 在 发泄 情绪,恕我直言,在我看来,敌我矛盾,0.8420223,"['帖子', '刷', '为数不多', '理性', '讨论', '贴', '失望', '发泄', '情绪']",2
我 不信 我 就是 重庆 医疗系统 的 没 听说,我 不信 我 就是 重庆 医疗系统 的 没 听说,自我感觉,据我所知,敌我矛盾,0.92565733,"['不信', '重庆', '医疗系统', '没', '听说']",3
重医 陆军 医 三甲 应该 稳当 哟 挺住,重医 陆军 医 三甲 应该 稳当 哟 挺住,资产负债率,休息时间,劳动所得,0.8953835,"['重医', '陆军', '医', '三甲', '稳当', '挺住']",0
大力发展 私立 医院 人民 才 有 尊严,大力发展 私立 医院 人民 才 有 尊严,悬壶济世,大力发展,刊七大刊,0.87624407,"['大力发展', '私立', '医院', '人民', '尊严']",1
哪里,哪里,这里,县里,哪里,1.0,[],0
公立,公立,公立,公示,公,0.99999994,['公立'],2
引流 又 是 大 健康 [ 笑 哭 ],引流 又 是 大 健康 [ 笑 哭 ],刊七大刊,功能强大,绝大多数,0.9292944,"['引流', '健康', '笑', '哭']",2
[ 笑 哭 ] 同 重庆 私立 天天 都 在 担心 倒闭 从 去年 11 月 就 开始 降薪 了,[ 笑 哭 ] 同 重庆 私立 天天 都 在 担心 倒闭 从 去年 11 月 就 开始 降薪 了,六个月,听天由命,冲锋在前,0.77354103,"['笑', '哭', '重庆', '私立', '天天', '担心', '倒闭', '去年', '11', '月', '降薪']",2
重庆 哪里 哦,重庆 哪里 哦,往死里,放群里,技术实力,0.9736543,['重庆'],3
我 感觉 挺 好 的 大锅饭 的 企业 比如说 我们 以前 那种 东北 企业 没有 任何 竞争力 全都 是 低端 产业 企业 不思进取 换算 到 医院 也 一样 有 很多 医院 明明 没 人 或者 人 很少 但是 还 维持 着 相当 庞大 的 行政 和 医技 人员 浪费 了 大量 的 资金 不如 改成 这种 人口 多 呢 需求 大 的 那 我 就 挨打 投入 人口 少 的 需求 少 的 我 保证 基本上 就行了 这 样子 避免浪费 还有 避免 里面 的 人 混日子 以前 大锅饭 企业 啥样 大家 问问 父母 就 知道 了 企业 领导 是 上班 的 按部就班 没有 任何 的 压迫感 也 不会 想着 把 企业 做好 对 里面 发生 的 各种 不好 的 事情 也 不管 不问 毕竟 大家 都 是 上班 的 又 不是 自己 家 的 里面 的 普通员工 呢 有没有 上进心 反正 又 不会 开除 孩子 那 更 不用说 了 能学 就学 不 学 大不了 接班,我 感觉 挺 好 的 大锅饭 的 企业 比如说 我们 以前 那种 东北 企业 没有 任何 竞争力 全都 是 低端 产业 企业 不思进取 换算 到 医院 也 一样 有 很多 医院 明明 没 人 或者 人 很少 但是 还 维持 着 相当 庞大 的 行政 和 医技 人员 浪费 了 大量 的 资金 不如 改成 这种 人口 多 呢 需求 大 的 那 我 就 挨打 投入 人口 少 的 需求 少 的 我 保证 基本上 就行了 这 样子 避免浪费 还有 避免 里面 的 人 混日子 以前 大锅饭 企业 啥样 大家 问问 父母 就 知道 了 企业 领导 是 上班 的 按部就班 没有 任何 的 压迫感 也 不会 想着 把 企业 做好 对 里面 发生 的 各种 不好 的 事情 也 不管 不问 毕竟 大家 都 是 上班 的 又 不是 自己 家 的 里面 的 普通员工 呢 有没有 上进心 反正 又 不会 开除 孩子 那 更 不用说 了 能学 就学 不 学 大不了 接班,据我所知,自我感觉,敌我矛盾,0.80654055,"['感觉', '挺', '大锅饭', '企业', '那种', '东北', '企业', '竞争力', '低端', '产业', '企业', '不思进取', '换算', '医院', '医院', '明明', '没', '庞大', '行政', '医技', '人员', '浪费', '资金', '改成', '人口', '需求', '挨打', '投入', '人口', '少', '需求', '少', '保证', '就行了', '样子', '避免浪费', '混日子', '大锅饭', '企业', '啥样', '问问', '父母', '企业', '领导', '上班', '按部就班', '压迫感', '想着', '企业', '做好', '发生', '不好', '事情', '上班', '家', '普通员工', '有没有', '上进心', '反正', '开除', '孩子', '更', '不用说', '能学', '就学', '学', '接班']",2
哪家 哦 97 医院,哪家 哦 97 医院,身家性命,好家伙,老家伙,0.94600034,"['哪家', '97', '医院']",0
