content,cleaned_content,cut_content,final_content
如果在意生命，就应该控制和管理好医学毕业生的质量，同时给他们好的待遇,如果在意生命就应该控制和管理好医学毕业生的质量同时给他们好的待遇,如果 在意 生命 就 应该 控制 和 管理 好 医学 毕业生 的 质量 同时 给 他们 好 的 待遇,在意生命控制管理好医学毕业生质量好待遇
现在都水，还扩,现在都水还扩,现在 都 水 还 扩,都水还扩
这股扩招研究生暂缓就业的风终于也吹到了医学了[捂脸R][捂脸R][捂脸R],这股扩招研究生暂缓就业的风终于也吹到了医学了[捂脸][捂脸][捂脸],这 股 扩招 研究生 暂缓 就业 的 风 终于 也 吹 到 了 医学 了 [ 捂脸 ] [ 捂脸 ] [ 捂脸 ],股扩招研究生暂缓就业风终于吹医学[捂脸][捂脸][捂脸]
集采博士,集采博士,集采 博士,集采博士
加大力度，让更多博士去卖白菜[doge],加大力度让更多博士去卖白菜[doge],加大力度 让 更 多 博士 去 卖 白菜 [ doge ],加大力度更博士去卖白菜[doge]
这是啥啊[笑哭R][笑哭R][笑哭R]只准备做一锤子买卖了呗,这是啥啊[笑哭][笑哭][笑哭]只准备做一锤子买卖了呗,这 是 啥 啊 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] 只 准备 做 一锤子买卖 了 呗,[笑哭][笑哭][笑哭]只做一锤子买卖
我医学硕士，我妹中专升本科会计，我工资连她三分之一不到，日常出门都是她请我吃饭,我医学硕士我妹中专升本科会计我工资连她三分之一不到日常出门都是她请我吃饭,我 医学 硕士 我妹 中专 升 本科 会计 我 工资 连 她 三分之一 不到 日常 出门 都 是 她 请 我 吃饭,医学硕士我妹中专升本科会计工资三分之一不到日常出门都请吃饭
越来越把牛马当韭菜了 反正全覆盖了 谁管你质量哦,越来越把牛马当韭菜了 反正全覆盖了 谁管你质量哦,越来越 把 牛马 当 韭菜 了   反正 全 覆盖 了   谁 管 你 质量 哦,越来越牛马韭菜反正全覆盖质量
日本医生的黑暗十年了解一下[偷笑R][偷笑R],日本医生的黑暗十年了解一下[偷笑][偷笑],日本 医生 的 黑暗 十年 了解 一下 [ 偷笑 ] [ 偷笑 ],日本医生黑暗十年[偷笑][偷笑]
医师集采。佩服韩国医生的团结和勇气[赞R],医师集采佩服韩国医生的团结和勇气[赞],医师 集采 佩服 韩国 医生 的 团结 和 勇气 [ 赞 ],医师集采佩服韩国医生团结勇气[赞]
实际上现在有些县医院都要硕士起点了  不用他们扩招  再过10年，，，,实际上现在有些县医院都要硕士起点了 不用他们扩招 再过10年,实际上 现在 有些 县 医院 都 要 硕士 起点 了   不用 他们 扩招   再过 10 年,实际上县医院都硕士起点不用扩招再过10年
混到副高，然后划水养生，挺好的。病人少接点。,混到副高然后划水养生挺好的病人少接点,混到 副 高 然后 划水 养生 挺 好 的 病人 少 接点,混到副高划水养生挺好病人少接点
@我吃饭时不饿 [偷笑R]说这个我就有兴趣了,我吃饭时不饿 [偷笑]说这个我就有兴趣了,我 吃饭 时不饿   [ 偷笑 ] 说 这个 我 就 有 兴趣 了,吃饭时不饿[偷笑]说兴趣
以后坚决不让自己孩子学医,以后坚决不让自己孩子学医,以后 坚决 不让 自己 孩子 学医,不让孩子学医
以后公立医院考核以省钱为评判了，同样的病那个医生花费最少，绩效就高。医疗技术得倒退十年[笑哭R][笑哭R][笑哭R],以后公立医院考核以省钱为评判了同样的病那个医生花费最少绩效就高医疗技术得倒退十年[笑哭][笑哭][笑哭],以后 公立医院 考核 以 省钱 为 评判 了 同样 的 病 那个 医生 花费 最少 绩效 就 高 医疗 技术 得 倒退 十年 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ],公立医院考核省钱评判病医生花费最少绩效高医疗技术倒退十年[笑哭][笑哭][笑哭]
能考上医科大的都不傻，还要我们加大沉没成本把我们锁死在这个看不到未来的行业啊……？,能考上医科大的都不傻还要我们加大沉没成本把我们锁死在这个看不到未来的行业啊,能 考上 医科大 的 都 不 傻 还要 我们 加大 沉没 成本 把 我们 锁死 在 这个 看不到 未来 的 行业 啊,考上医科大都不傻还要加大沉没成本锁死看不到未来行业
扩招吧[石化R]哪里是想要提高医生水平[石化R]都是为了赚学生钱[石化R],扩招吧[石化]哪里是想要提高医生水平[石化]都是为了赚学生钱[石化],扩招 吧 [ 石化 ] 哪里 是 想要 提高 医生 水平 [ 石化 ] 都 是 为了 赚 学生 钱 [ 石化 ],扩招[石化]想要提高医生水平[石化]都赚学生钱[石化]
博士招不到的，以后都是大专生,博士招不到的以后都是大专生,博士 招 不到 的 以后 都 是 大专生,博士招不到都大专生
我医学博士，我弟工程硕士，我收入只有他三分之一，孰优孰劣还不够明显？,我医学博士我弟工程硕士我收入只有他三分之一孰优孰劣还不够明显,我 医学博士 我弟 工程硕士 我 收入 只有 他 三分之一 孰 优孰劣 还 不够 明显,医学博士我弟工程硕士收入三分之一孰优孰劣还
shabi,shabi,shabi,shabi
@Revali,revali,revali,revali
,,,
这一篇和上一篇都没有神内[笑哭R],这一篇和上一篇都没有神内[笑哭],这 一篇 和 上 一篇 都 没有 神内 [ 笑 哭 ],一篇上一篇都神内[笑哭]
问一下儿科[笑哭R][笑哭R][笑哭R],问一下儿科[笑哭][笑哭][笑哭],问 一下 儿科 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ],问儿科[笑哭][笑哭][笑哭]
全科呢,全科呢,全科 呢,全科
感染呢,感染呢,感染 呢,感染
全科医学怎么样,全科医学怎么样,全科 医学 怎么样,全科医学
精神有吗,精神有吗,精神 有 吗,精神
精神科呢,精神科呢,精神科 呢,精神科
体检科呢宝宝,体检科呢宝宝,体检 科 呢 宝宝,体检科宝宝
眼科呢n,眼科呢n,眼科 呢 n,眼科n
"🆕出皮肤性病学教材全部章节的重点专业问题整理✴️＋其他可能的问题，20/份
🆕出24个高频面试英语问答，自己整理的问题🔠，配有回答供参考。",出皮肤性病学教材全部章节的重点专业问题整理其他可能的问题20份 出24个高频面试英语问答自己整理的问题配有回答供参考,出 皮肤性病 学 教材 全部 章节 的 重点 专业 问题 整理 其他 可能 的 问题 20 份   出 24 个 高频 面试 英语 问答 自己 整理 的 问题 配有 回答 供参考,出皮肤性病学教材章节重点专业整理20份出24高频面试英语问答整理配有回答供参考
重症呢？或者急诊,重症呢或者急诊,重症 呢 或者 急诊,重症急诊
怎么没有睡眠医学科？,怎么没有睡眠医学科,怎么 没有 睡眠 医学科,睡眠医学科
泌外科研6你在这玩抽象呢,泌外科研6你在这玩抽象呢,泌外 科研 6 你 在 这 玩 抽象 呢,泌外科研6玩抽象
三明医改后妇产科性价比会比现在好吗？,三明医改后妇产科性价比会比现在好吗,三明 医改 后 妇产科 性价比 会 比 现在 好 吗,三明医改后妇产科性价比会好
体检科呢[哭惹R],体检科呢[哭惹],体检 科 呢 [ 哭 惹 ],体检科[哭惹]
请问生殖科的实验专员需要有科研工作么,请问生殖科的实验专员需要有科研工作么,请问 生殖 科 的 实验 专员 需要 有 科研工作 么,请问生殖科实验专员科研工作
儿科、影像、口腔、麻醉、精神科评分已在主页另一篇更新啦[派对R],儿科影像口腔麻醉精神科评分已在主页另一篇更新啦[派对],儿科 影像 口腔 麻醉 精神科 评分 已 在 主页 另 一篇 更新 啦 [ 派对 ],儿科影像口腔麻醉精神科评分已主页一篇更新[派对]
病理呢[笑哭R],病理呢[笑哭],病理 呢 [ 笑 哭 ],病理[笑哭]
问一下体检科[doge],问一下体检科[doge],问 一下 体检 科 [ doge ],问体检科[doge]
现在妇科和生殖科的就业潜力是多少呢？,现在妇科和生殖科的就业潜力是多少呢,现在 妇科 和 生殖 科 的 就业 潜力 是 多少 呢,妇科生殖科就业潜力
放疗科呢,放疗科呢,放疗 科 呢,放疗科
求一个口腔科[哭惹R],求一个口腔科[哭惹],求 一个 口腔科 [ 哭 惹 ],求一个口腔科[哭惹]
来个放射科的好吗,来个放射科的好吗,来个 放射科 的 好 吗,来个放射科好
皮肤科呢？,皮肤科呢,皮肤科 呢,皮肤科
51 犸思轲发布了一篇小红书笔记，快来看吧！ 😆 emm4maU1oDz4kpo 😆 http://xhslink.com/a/AXe5nDb0Hae7，复制本条信息，打开【小红书】App查看精彩内容！,51 犸思轲发布了一篇小红书笔记快来看吧 emm4mau1odz4kpo httpxhslinkcomaaxe5ndb0hae7复制本条信息打开小红书app查看精彩内容,51   犸 思轲 发布 了 一篇 小红书 笔记 快 来看 吧   emm4mau1odz4kpo   httpxhslinkcomaaxe5ndb0hae7 复制本 条 信息 打开 小红书 app 查看 精彩内容,51犸思轲发布一篇小红书笔记快来看emm4mau1odz4kpohttpxhslinkcomaaxe5ndb0hae7复制本条信息打开小红书app查看精彩内容
博主想问一下今年报的妇产科 但是妇产没分家 建议选妇科还是生殖呢？想找好就业的岗位[哭惹R],博主想问一下今年报的妇产科 但是妇产没分家 建议选妇科还是生殖呢想找好就业的岗位[哭惹],博主想 问 一下 今年 报 的 妇产科   但是 妇产 没 分家   建议 选 妇科 还是 生殖 呢 想 找 好 就业 的 岗位 [ 哭 惹 ],博主想问报妇产科妇产没分家建议选妇科生殖想找好就业岗位[哭惹]
神经外科,神经外科,神经外科,神经外科
这个时候了，刘进，姚尚龙能不能出来走两步,这个时候了刘进姚尚龙能不能出来走两步,这个 时候 了 刘进 姚尚龙 能 不能 出来 走 两步,刘进姚尚龙走两步
麻师 别玩手机了 加肌松了[doge],麻师 别玩手机了 加肌松了[doge],麻师   别玩 手机 了   加肌松 了 [ doge ],麻师别玩手机加肌松[doge]
如果是医技，可不可以不会诊病人，可不可以不参与患者围术期治疗，可不可以主刀谈麻醉风险制定麻醉方案。术中听主刀的，他让用啥药推啥药我就是个执行医嘱的医技。能不能不承担责任，我就是个遵医嘱的医技。以后急救插管，危重病人抢救请不要找医技的我，医技没有能力和权限抢救。这样的话，我同意，我就不用成天看书，不用太卷，不用太操心了。,如果是医技可不可以不会诊病人可不可以不参与患者围术期治疗可不可以主刀谈麻醉风险制定麻醉方案术中听主刀的他让用啥药推啥药我就是个执行医嘱的医技能不能不承担责任我就是个遵医嘱的医技以后急救插管危重病人抢救请不要找医技的我医技没有能力和权限抢救这样的话我同意我就不用成天看书不用太卷不用太操心了,如果 是 医技 可不可以 不会 诊病 人 可不可以 不 参与 患者 围术期 治疗 可不可以 主刀 谈 麻醉 风险 制定 麻醉 方案 术 中 听 主刀 的 他 让 用 啥 药 推 啥 药 我 就是 个 执行 医嘱 的 医 技能 不能不 承担责任 我 就是 个 遵 医嘱 的 医技 以后 急救 插管 危重病 人 抢救 请 不要 找 医技 的 我 医技 没有 能力 和 权限 抢救 这样的话 我 同意 我 就 不用 成天 看书 不用 太卷 不用 太 操心 了,医技可不可以诊病人可不可以不参与患者围术期治疗可不可以主刀谈麻醉风险制定麻醉方案术中听主刀药推药执行医嘱医技能不能不承担责任遵医嘱医技急救插管危重病人抢救请找医技医技能力权限抢救这样的话同意不用成天看书不用太卷不用太操心
把钱发够了让我不干活也行，降薪给我相应的降工作量和风险也行，我不接受只降薪而工作量和风险照旧,把钱发够了让我不干活也行降薪给我相应的降工作量和风险也行我不接受只降薪而工作量和风险照旧,把 钱 发够 了 让 我 不 干活 也 行 降薪 给 我 相应 的 降 工作量 和 风险 也 行 我 不 接受 只 降薪 而 工作量 和 风险 照旧,钱发够不干活行降薪降工作量风险行不接受只降薪工作量风险照旧
换个角度看，以后开不了药也不用承担责任[doge]何乐不为，说不定还能早点下班[doge],换个角度看以后开不了药也不用承担责任[doge]何乐不为说不定还能早点下班[doge],换个 角度看 以后 开 不了 药 也 不用 承担责任 [ doge ] 何乐不为 说不定 还 能 早点 下班 [ doge ],换个角度看开不了药不用承担责任[doge]何乐不为说不定还早点下班[doge]
那放射超声病理不是更天塌了吗[doge],那放射超声病理不是更天塌了吗[doge],那 放射 超声 病理 不是 更天 塌 了 吗 [ doge ],放射超声病理更天塌[doge]
你好，我目前研一，我也听说了这个事，我觉得如果改成医技降工资但是不担责了，那我也接受，如果又要不承认我是医生，又要我担责，还要降工资，那我想跑路，我们麻醉是不是去急诊去icu都可以呀,你好我目前研一我也听说了这个事我觉得如果改成医技降工资但是不担责了那我也接受如果又要不承认我是医生又要我担责还要降工资那我想跑路我们麻醉是不是去急诊去icu都可以呀,你好 我 目前 研一 我 也 听说 了 这个 事 我 觉得 如果 改成 医技 降 工资 但是 不 担责 了 那 我 也 接受 如果 又 要 不 承认 我 是 医生 又 要 我 担责 还要 降 工资 那 我 想 跑 路 我们 麻醉 是不是 去 急诊 去 icu 都 可以 呀,你好研一听说事改成医技降工资不担责接受不承认医生担责还要降工资想跑路麻醉去急诊去icu都
600多分上了麻醉专业的本科生,600多分上了麻醉专业的本科生,600 多分 上 了 麻醉 专业 的 本科生,600多分上麻醉专业本科生
刚考上麻醉编制的 天塌了,刚考上麻醉编制的 天塌了,刚 考上 麻醉 编制 的   天塌 了,刚考上麻醉编制天塌
要么别让我学五年，别考执业医直接考医技，要么就按临床医生工资来，两头得利这样是留不住人才的[鄙视R][鄙视R],要么别让我学五年别考执业医直接考医技要么就按临床医生工资来两头得利这样是留不住人才的[鄙视][鄙视],要么 别 让我学 五年 别考 执业 医 直接 考 医技 要么 就 按 临床 医生 工资 来 两头 得利 这样 是 留不住 人才 的 [ 鄙视 ] [ 鄙视 ],让我学五年别考执业医考医技临床医生工资两头得利留不住人才[鄙视][鄙视]
请问三明医改下麻醉医生工资降了，那麻醉护士是不是跟着麻醉医生降的比例下再按照护士比例折算呀[害羞R],请问三明医改下麻醉医生工资降了那麻醉护士是不是跟着麻醉医生降的比例下再按照护士比例折算呀[害羞],请问 三明 医改 下 麻醉 医生 工资 降 了 那 麻醉 护士 是不是 跟着 麻醉 医生 降 的 比例 下 再 按照 护士 比例 折算 呀 [ 害羞 ],请问三明医改下麻醉医生工资降麻醉护士跟着麻醉医生降比例下再护士比例折算[害羞]
我们已经不是医生辣，是技师，学了八年出来跟我开美容院的同学殊途同归[微笑R],我们已经不是医生辣是技师学了八年出来跟我开美容院的同学殊途同归[微笑],我们 已经 不是 医生 辣是 技师 学了 八年 出来 跟 我 开 美容院 的 同学 殊途同归 [ 微笑 ],医生辣是技师学了八年开美容院同学殊途同归[微笑]
我直说吧，这种医改就是想从医疗方面消灭中国人。,我直说吧这种医改就是想从医疗方面消灭中国人,我 直说 吧 这种 医改 就是 想 从 医疗 方面 消灭 中国 人,直说医改想医疗消灭中国人
那我打完一针就走[doge],那我打完一针就走[doge],那 我 打 完 一针 就 走 [ doge ],完一针走[doge]
[doge]，要这样，我就不学习了,[doge]要这样我就不学习了,[ doge ] 要 这样 我 就 不 学习 了,[doge]不学习
我是本科麻醉学生 最近期末考 老刷到博主，[失望R][失望R][失望R]每天后悔选择这一行的信念都在增加,我是本科麻醉学生 最近期末考 老刷到博主[失望][失望][失望]每天后悔选择这一行的信念都在增加,我 是 本科 麻醉 学生   最近 期末考   老刷 到 博主 [ 失望 ] [ 失望 ] [ 失望 ] 每天 后悔 选择 这 一行 的 信念 都 在 增加,本科麻醉学生期末考老刷博主[失望][失望][失望]后悔选择一行信念都增加
那还要规培吗还要考执医吗[偷笑R],那还要规培吗还要考执医吗[偷笑],那 还要 规培 吗 还要 考执医 吗 [ 偷笑 ],还要规培还要考执医[偷笑]
小声说一句，超声可以放深静脉,小声说一句超声可以放深静脉,小声 说 一句 超声 可以 放深 静脉,小声说一句超声放深静脉
既然这样，那就别让麻醉规培了,既然这样那就别让麻醉规培了,既然 这样 那 就 别 让 麻醉 规培 了,麻醉规培
跑哪里 做什么?,跑哪里 做什么,跑 哪里   做 什么,跑做
那还需要规培吗        还需要考执业医师证吗       是不是可以跟超声科一样   喊一下就过来打个麻药     打完就走了[抠鼻R],那还需要规培吗 还需要考执业医师证吗 是不是可以跟超声科一样 喊一下就过来打个麻药 打完就走了[抠鼻],那 还 需要 规培 吗   还 需要 考 执业 医师 证 吗   是不是 可以 跟 超声 科 一样   喊 一下 就 过来 打个 麻药   打 完 就 走 了 [ 抠 鼻 ],还规培还考执业医师证超声科喊打个麻药完走[抠鼻]
总有人拍脑门吧。前两年是康复，现在风刮到麻醉了。根据康复的经验，闹是有用的。再过两年，没准强行整个所谓ai，然后说内科工作量小了要降待遇。医保为啥没钱，其实covid19和人口结构都是短期表象，根本原因其实是“马太效应加剧，劳动所得和实际经济增量不呈明显正相关”。2%98%，拿着2%作为基数收缴的医保，当然不够花，如果劳动所得多一点，哪怕变成10%，医保收入能翻5倍，还有个不够花？,总有人拍脑门吧前两年是康复现在风刮到麻醉了根据康复的经验闹是有用的再过两年没准强行整个所谓ai然后说内科工作量小了要降待遇医保为啥没钱其实covid19和人口结构都是短期表象根本原因其实是马太效应加剧劳动所得和实际经济增量不呈明显正相关298拿着2作为基数收缴的医保当然不够花如果劳动所得多一点哪怕变成10医保收入能翻5倍还有个不够花,总 有人 拍 脑门 吧 前 两年 是 康复 现在 风刮到 麻醉 了 根据 康复 的 经验 闹 是 有用 的 再 过 两年 没准 强行 整个 所谓 ai 然后 说 内科 工作量 小 了 要 降 待遇 医保 为啥 没 钱 其实 covid19 和 人口 结构 都 是 短期 表象 根本原因 其实 是 马太效应 加剧 劳动所得 和 实际 经济 增量 不 呈 明显 正 相关 298 拿 着 2 作为 基数 收缴 的 医保 当然 不够 花 如果 劳动所得 多一点 哪怕 变成 10 医保 收入 能 翻 5 倍 还有 个 不够 花,总有人拍脑门前两年康复风刮到麻醉康复经验闹有用再两年没准强行ai说内科工作量小降待遇医保为啥没钱covid19人口结构都短期表象根本原因马太效应加剧劳动所得经济增量不呈正相关2982基数收缴医保花劳动所得多一点10医保收入翻5倍花
所以麻醉还算不算临床医师呢[叹气R],所以麻醉还算不算临床医师呢[叹气],所以 麻醉 还 算不算 临床 医师 呢 [ 叹气 ],麻醉还算不算临床医师[叹气]
麻醉老师，血压有点高了[偷笑R],麻醉老师血压有点高了[偷笑],麻醉 老师 血压 有点 高 了 [ 偷笑 ],麻醉老师血压高[偷笑]
凭什么我们麻醉干临床的活背临床的锅，现在要给我们技师的钱，这干的是人事吗？？？[微笑R],凭什么我们麻醉干临床的活背临床的锅现在要给我们技师的钱这干的是人事吗[微笑],凭 什么 我们 麻醉 干 临床 的 活背 临床 的 锅 现在 要 给 我们 技师 的 钱 这 干 的 是 人事 吗 [ 微笑 ],麻醉干临床活背临床锅技师钱干人事[微笑]
能把麻醉师划成技师就说明他们是真的对临床工作一无所知[捂脸R],能把麻醉师划成技师就说明他们是真的对临床工作一无所知[捂脸],能 把 麻醉师 划成 技师 就 说明 他们 是 真的 对 临床 工作 一无所知 [ 捂脸 ],麻醉师划成技师真的临床工作一无所知[捂脸]
这么说手术室的护士也不能算普通的护士了[笑哭R],这么说手术室的护士也不能算普通的护士了[笑哭],这么 说 手术室 的 护士 也 不能 算 普通 的 护士 了 [ 笑 哭 ],说手术室护士算护士[笑哭]
@Faust在北欧 啊？？？[黑薯问号R],faust在北欧 啊[黑薯问号],faust 在 北欧   啊 [ 黑薯 问号 ],faust北欧[黑薯问号]
麻醉科就不能是医技，麻醉有创操作多，用药多，还负责抢救，怎么可能是医技？[微笑R]简直是胡搞。如果是医技，那以后干脆就只监测生命体征算了[鄙视R],麻醉科就不能是医技麻醉有创操作多用药多还负责抢救怎么可能是医技[微笑]简直是胡搞如果是医技那以后干脆就只监测生命体征算了[鄙视],麻醉科 就 不能 是 医技 麻醉 有创 操作 多 用药 多 还 负责 抢救 怎么 可能 是 医技 [ 微笑 ] 简直 是 胡搞 如果 是 医技 那 以后 干脆 就 只 监测 生命 体征 算了 [ 鄙视 ],麻醉科医技麻醉有创操作用药还负责抢救医技[微笑]简直胡搞医技干脆只监测生命体征算了[鄙视]
我同意，我老师之前说过，特殊时期只有麻醉医生可以帮我们收一下病人，其他都是帮我们写病历的,我同意我老师之前说过特殊时期只有麻醉医生可以帮我们收一下病人其他都是帮我们写病历的,我 同意 我 老师 之前 说 过 特殊 时期 只有 麻醉 医生 可以 帮 我们 收 一下 病人 其他 都 是 帮 我们 写 病历 的,同意老师说时期麻醉医生帮收病人都帮写病历
我认为是否归为医技应该看是否担责任，如果麻醉归为医技，术中事故应该由临床医师担责而不是由辅助医技，麻醉作为辅助医技应该像病理，影像，检验那样最多担次要责任甚至不担责才对,我认为是否归为医技应该看是否担责任如果麻醉归为医技术中事故应该由临床医师担责而不是由辅助医技麻醉作为辅助医技应该像病理影像检验那样最多担次要责任甚至不担责才对,我 认为 是否 归为 医技 应该 看 是否 担责任 如果 麻醉 归为 医 技术 中 事故 应该 由 临床 医师 担责 而 不是 由 辅助 医技 麻醉 作为 辅助 医技 应该 像 病理 影像 检验 那样 最多担 次要 责任 甚至 不 担责 才 对,归为医技看担责任麻醉归为医技术中事故临床医师担责辅助医技麻醉辅助医技病理影像检验最多担次要责任不担责才
什么时候的事情,什么时候的事情,什么 时候 的 事情,事情
意思以后得把我执医证没收了改技师证？,意思以后得把我执医证没收了改技师证,意思 以后 得 把 我 执医证 没收 了 改 技师 证,执医证没收改技师证
如果将麻醉改为医技科室，那将是医疗系统的悲哀，三明医改说句不好听的...在这里不好说，被逮到要约谈了,如果将麻醉改为医技科室那将是医疗系统的悲哀三明医改说句不好听的在这里不好说被逮到要约谈了,如果 将 麻醉 改为 医技 科室 那 将 是 医疗系统 的 悲哀 三明 医改 说句 不好 听 的 在 这里 不好 说 被 逮到 要约 谈 了,麻醉改为医技科室医疗系统悲哀三明医改说句不好听不好说逮到要约谈
@土合建筑师 我们麻醉真成麻醉师了,土合建筑师 我们麻醉真成麻醉师了,土合 建筑师   我们 麻醉 真成 麻醉师 了,土合建筑师麻醉真成麻醉师
天塌了,天塌了,天塌 了,天塌
技师就是对麻醉的侮辱,技师就是对麻醉的侮辱,技师 就是 对 麻醉 的 侮辱,技师麻醉侮辱
@好小鱼爱吃猫 @M糊二圈 @酸奶麻花 @田大猫 反正我室友的老板就在说关于麻醉还能不能考执医这件事。。个人感觉真的早点跑路比较好,好小鱼爱吃猫 m糊二圈 酸奶麻花 田大猫 反正我室友的老板就在说关于麻醉还能不能考执医这件事个人感觉真的早点跑路比较好,好 小鱼 爱 吃 猫   m 糊二圈   酸奶 麻花   田大猫   反正 我 室友 的 老板 就 在 说 关于 麻醉 还 能 不能 考执医 这件 事 个人感觉 真的 早点 跑 路 比较 好,好小鱼爱吃猫m糊二圈酸奶麻花田大猫反正室友老板说麻醉还考执医这件事个人感觉真的早点跑路好
啊，今年该考研了，咋办呀[哭惹R][哭惹R]更觉得无望了,啊今年该考研了咋办呀[哭惹][哭惹]更觉得无望了,啊 今年 该 考研 了 咋办 呀 [ 哭 惹 ] [ 哭 惹 ] 更 觉得 无望 了,考研咋办[哭惹][哭惹]更无望
不过话说回来，医技可不兴规培[doge],不过话说回来医技可不兴规培[doge],不过 话说回来 医技 可不 兴规培 [ doge ],话说回来医技可不兴规培[doge]
考研溜了，不然怕过两年执医都不让考了，简直就是把人放进来杀[微笑R],考研溜了不然怕过两年执医都不让考了简直就是把人放进来杀[微笑],考研 溜 了 不然 怕 过 两年 执医 都 不让 考了 简直 就是 把 人 放进来 杀 [ 微笑 ],考研溜怕两年执医都不让考了简直人放进来杀[微笑]
既然改医技科室了，是不是就不用那么卷学历和科研了[笑哭R],既然改医技科室了是不是就不用那么卷学历和科研了[笑哭],既然 改 医技 科室 了 是不是 就 不用 那么 卷 学历 和 科研 了 [ 笑 哭 ],改医技科室不用卷学历科研[笑哭]
有医师资格证的“麻醉技师”[doge],有医师资格证的麻醉技师[doge],有 医师 资格证 的 麻醉 技师 [ doge ],医师资格证麻醉技师[doge]
@种棵糖葫芦树,种棵糖葫芦树,种棵 糖葫芦 树,种棵糖葫芦树
No one would take care or care about u. U take care of urself l.,no one would take care or care about u u take care of urself l,no   one   would   take   care   or   care   about   u   u   take   care   of   urself   l,noonewouldtakecareorcareaboutuutakecareofurselfl
那麻醉本科生咋办[捂脸R]，有推荐的科室吗,那麻醉本科生咋办[捂脸]有推荐的科室吗,那 麻醉 本科生 咋办 [ 捂脸 ] 有 推荐 的 科室 吗,麻醉本科生咋办[捂脸]推荐科室
真的，既然不能罢工，那就赶紧逃吧，要不然救消极怠工,真的既然不能罢工那就赶紧逃吧要不然救消极怠工,真的 既然 不能 罢工 那 就 赶紧 逃 吧 要不然 救 消极怠工,真的罢工赶紧逃救消极怠工
以后就插管，不要给药了，我们不是医生不能给药[哇R],以后就插管不要给药了我们不是医生不能给药[哇],以后 就 插管 不要 给 药 了 我们 不是 医生 不能 给 药 [ 哇 ],插管药医生药[]
"THEY have made the decision one way or the other. I'd that is the case, it is a NO BRAINER decision or THEY just don't care at all. Most likely this is the case. Solution: leave the hospital with such system and go for private. It is not a strategy for everyone, only for the brave heart and hands.",they have made the decision one way or the other id that is the case it is a no brainer decision or they just dont care at all most likely this is the case solution leave the hospital with such system and go for private it is not a strategy for everyone only for the brave heart and hands,they   have   made   the   decision   one   way   or   the   other   id   that   is   the   case   it   is   a   no   brainer   decision   or   they   just   dont   care   at   all   most   likely   this   is   the   case   solution   leave   the   hospital   with   such   system   and   go   for   private   it   is   not   a   strategy   for   everyone   only   for   the   brave   heart   and   hands,theyhavemadethedecisiononewayortheotheridthatisthecaseitisanobrainerdecisionortheyjustdontcareatallmostlikelythisisthecasesolutionleavethehospitalwithsuchsystemandgoforprivateitisnotastrategyforeveryoneonlyforthebraveheartandhands
我先收藏一下,我先收藏一下,我先 收藏 一下,我先收藏
有没有人说下三甲公立医院的档案室怎么样,有没有人说下三甲公立医院的档案室怎么样,有没有 人 说 下 三甲 公立医院 的 档案室 怎么样,有没有人说下三甲公立医院档案室
行政大部分关系户，没有背景活都是你的，钱还少，事情杂，容易背锅,行政大部分关系户没有背景活都是你的钱还少事情杂容易背锅,行政 大部分 关系户 没有 背景 活都 是 你 的 钱 还 少 事情 杂 容易 背锅,行政大部分关系户背景活都钱还少事情杂背锅
行政岗工资大概多少啊[哭惹R],行政岗工资大概多少啊[哭惹],行政 岗 工资 大概 多少 啊 [ 哭 惹 ],行政岗工资大概[哭惹]
说得好像临床性价比就高一样，现在哪一行都不好干，行政最起码不用上夜班也不用担责任,说得好像临床性价比就高一样现在哪一行都不好干行政最起码不用上夜班也不用担责任,说 得 好像 临床 性价比 就 高 一样 现在 哪 一行 都 不好 干 行政 最起码 不用 上 夜班 也 不用 担责任,说好像临床性价比高一行都不好干行政最起码不用上夜班不用担责任
评论区说的好像你想进就进似的，我们医院行政岗这几年都是985硕,评论区说的好像你想进就进似的我们医院行政岗这几年都是985硕,评论 区 说 的 好像 你 想 进 就 进 似的 我们 医院 行政 岗 这 几年 都 是 985 硕,评论区说好像想进进医院行政岗几年都985硕
刚去，咋办[笑哭R][笑哭R],刚去咋办[笑哭][笑哭],刚 去 咋办 [ 笑 哭 ] [ 笑 哭 ],刚去咋办[笑哭][笑哭]
现在去医院财务咋样呢[呃R],现在去医院财务咋样呢[呃],现在 去 医院 财务 咋样 呢 [ 呃 ],去医院财务咋样[]
反正一个科级干部还没有护士长的多[哭惹R],反正一个科级干部还没有护士长的多[哭惹],反正 一个 科级 干部 还 没有 护士长 的 多 [ 哭 惹 ],反正一个科级干部还护士长[哭惹]
刚来，就遇上夕阳趋势，真的好难受啊，放弃了一堆其他的就业机会[捂脸R],刚来就遇上夕阳趋势真的好难受啊放弃了一堆其他的就业机会[捂脸],刚来 就 遇上 夕阳 趋势 真的 好 难受 啊 放弃 了 一堆 其他 的 就业机会 [ 捂脸 ],刚来遇上夕阳趋势真的好难受放弃一堆就业机会[捂脸]
干不完的drg。。不管行政哪个岗都要殃及,干不完的drg不管行政哪个岗都要殃及,干 不 完 的 drg 不管 行政 哪个 岗 都 要 殃及,干不完drg行政岗都殃及
